doc_type,invoice_number,subledger_amount,xoro_gl_amount,diff
AR,ROF ECOM-I008916,85.50,63.18,22.32
AR,PT-I014132,82.50,355.50,-273.00
AR,PT-I143389,82.80,93.46,-10.66
AR,PT-I005997,93.42,65.94,27.48
AR,ROF ECOM-I014387,19.50,27.84,-8.34
AR,ROF ECOM-I146114,26.00,36.94,-10.94
AR,PT-I144202,33.00,42.36,-9.36
AR,ROF ECOM-I142676,89.80,107.05,-17.25
AR,PT-I006251,16.48,39.34,-22.86
AR,ROF ECOM-I016852,58.40,76.54,-18.14
AR,ROF ECOM-I145052,80.00,93.85,-13.85
AR,ROF ECOM-I145413,29.25,36.37,-7.12
AR,ROF ECOM-I010919,26.70,36.38,-9.68
AR,ROF ECOM-I143634,28.00,35.33,-7.33
AR,ROF ECOM-I140970,180.00,153.00,27.00
AR,PT-I149758,66.00,69.15,-3.15
AR,PT-I006518,87.93,70.33,17.60
AR,ROF-I011552,127.40,187.95,-60.55
AR,PT-I149305,33.00,40.80,-7.80
AR,ROF ECOM-I149788,42.00,53.42,-11.42
AR,ROF ECOM-I013859,20.40,29.39,-8.99
AR,ROF ECOM-I144976,18.60,24.96,-6.36
AR,PT-I153346,33.00,40.36,-7.36
AR,ROF ECOM-I149647,66.15,76.27,-10.12
AR,ROF-I011949,64.75,187.95,-123.20
AR,ROF ECOM-I013892,105.40,124.49,-19.09
AR,ROF ECOM-I017052,29.20,42.41,-13.21
AR,ROF ECOM-I008907,99.30,69.46,29.84
AR,ROF-I011617,74.00,275.35,-201.35
AR,PT-I006599,47.21,47.68,-0.47
AR,PT-I150838,105.00,102.20,2.80
AR,ROF ECOM-I148038,63.00,69.42,-6.42
AR,ROF-I008542,520.00,551.24,-31.24
AR,ROF ECOM-I015852,19.00,29.83,-10.83
AR,ROF ECOM-I142969,106.90,106.34,0.56
AR,PT-I005693,4698.00,3374.25,1323.75
AR,PT-I013113,48.00,60.75,-12.75
AR,ROF ECOM-I149969,62.35,71.07,-8.72
AR,ROF ECOM-I006813,18.90,22.93,-4.03
AR,ROF ECOM-I013478,29.20,32.46,-3.26
AR,ROF-I011773,92.50,477.65,-385.15
AR,ROF ECOM-I144905,62.00,76.30,-14.30
AR,PT-I141102,48.00,61.22,-13.22
AR,ROF ECOM-I146020,32.90,44.87,-11.97
AR,ROF ECOM-I145505,69.25,84.25,-15.00
AR,ROF ECOM-I142392,18.00,19.26,-1.26
AR,PT-I008385,66.33,57.34,8.99
AR,ROF ECOM-I144145,58.80,63.45,-4.65
AR,ROF ECOM-I017327,23.80,34.36,-10.56
AR,ROF ECOM-I150303,19.25,24.40,-5.15
AR,ROF ECOM-I145403,24.25,34.52,-10.27
AR,PT-I011052,42.36,53.43,-11.07
AR,ROF ECOM-I148761,26.00,32.17,-6.17
AR,ROF ECOM-I153798,19.99,27.35,-7.36
AR,ROF-I154138,114.20,271.50,-157.30
AR,ROF ECOM-I146022,24.25,35.75,-11.50
AR,ROF ECOM-I142064,69.90,45.66,24.24
AR,ROF ECOM-I150035,35.40,44.27,-8.87
AR,ROF ECOM-I011449,46.40,59.61,-13.21
AR,PT-I144207,60.00,68.57,-8.57
AR,ROF ECOM-I141790,135.25,133.76,1.49
AR,ROF ECOM-I017728,31.00,43.09,-12.09
AR,PT-I142750,186.40,201.87,-15.47
AR,ROF ECOM-I145304,19.00,27.65,-8.65
AR,ROF ECOM-I145867,21.20,28.15,-6.95
AR,ROF ECOM-I004762,62.60,64.16,-1.56
AR,ROF ECOM-I008509,55.50,55.47,0.03
AR,ROF ECOM-I142053,116.80,73.29,43.51
AR,ROF ECOM-I008693,37.80,48.36,-10.56
AR,ROF ECOM-I141523,31.00,42.16,-11.16
AR,ROF ECOM-I142828,31.00,43.94,-12.94
AR,ROF ECOM-I144630,29.40,40.90,-11.50
AR,ROF ECOM-I014981,51.60,61.49,-9.89
AR,PT-I145474,31.50,37.70,-6.20
AR,PT-I013074,49.00,145.00,-96.00
AR,ROF ECOM-I008981,142.40,128.19,14.21
AR,ROF ECOM-I008045,19.50,29.39,-9.89
AR,PT-I143920,27.50,33.42,-5.92
AR,PT-I148514,36.00,43.03,-7.03
AR,ROF ECOM-I006867,26.40,65.07,-38.67
AR,ROF-I014738,47091.80,98297.00,-51205.20
AR,PT-I142262,70.00,76.18,-6.18
AR,ROF ECOM-I013485,116.80,125.36,-8.56
AR,ROF ECOM-I005805,24.90,32.77,-7.87
AR,ROF ECOM-I013489,87.60,130.72,-43.12
AR,ROF ECOM-I141580,86.90,74.82,12.08
AR,ROF ECOM-I005931,41.10,38.55,2.55
AR,PT-I151993,95.20,101.38,-6.18
AR,ROF ECOM-I144400,29.40,34.20,-4.80
AR,ROF ECOM-I013951,48.80,62.01,-13.21
AR,ROF ECOM-I150742,29.99,37.74,-7.75
AR,ROF ECOM-I016282,84.00,83.03,0.97
AR,PT-I153751,36.00,44.43,-8.43
AR,ROF ECOM-I004987,96.92,112.14,-15.22
AR,PT-I153952,140.00,112.00,28.00
AR,PT-I146508,175.30,149.01,26.29
AR,PT-I149484,36.00,37.81,-1.81
AR,ROF ECOM-I005736,26.70,34.06,-7.36
AR,ROF ECOM-I015930,28.90,39.46,-10.56
AR,PT-I141910,124.00,133.62,-9.62
AR,ROF ECOM-I007569,42.60,52.58,-9.98
AR,ROF ECOM-I149694,78.00,82.79,-4.79
AR,ROF ECOM-I017283,113.20,111.64,1.56
AR,ROF ECOM-I016583,57.80,71.01,-13.21
AR,ROF ECOM-I006979,29.70,40.26,-10.56
AR,ROF-I011556,267.30,637.85,-370.55
AR,ROF ECOM-I153722,49.98,61.96,-11.98
AR,ROF ECOM-I149185,66.50,77.99,-11.49
AR,ROF ECOM-I005894,160.50,124.45,36.05
AR,ROF ECOM-I010591,22.20,35.41,-13.21
AR,ROF ECOM-I150032,48.50,54.82,-6.32
AR,ROF ECOM-I145480,29.25,40.75,-11.50
AR,ROF ECOM-I142518,20.00,28.52,-8.52
AR,ROF ECOM-I151796,65.98,72.59,-6.61
AR,ROF ECOM-I146019,164.80,140.08,24.72
AR,PT-I143578,13.50,18.33,-4.83
AR,PT-I151668,36.00,43.80,-7.80
AR,ROF ECOM-I145659,65.80,76.38,-10.58
AR,PT-I008897,69.95,81.02,-11.07
AR,ROF ECOM-I150855,29.99,39.22,-9.23
AR,ROF ECOM-I148551,26.70,38.88,-12.18
AR,ROF ECOM-I010475,61.20,71.18,-9.98
AR,ROF ECOM-I149975,28.50,33.99,-5.49
AR,ROF ECOM-I014047,16.00,26.56,-10.56
AR,ROF ECOM-I006630,124.80,142.80,-18.00
AR,ROF ECOM-I014522,87.60,111.52,-23.92
AR,PT-I150775,61.00,70.75,-9.75
AR,ROF ECOM-I146470,40.35,54.43,-14.08
AR,ROF ECOM-I005968,41.10,51.90,-10.80
AR,ROF ECOM-I006379,41.40,93.60,-52.20
AR,ROF ECOM-I014464,27.90,38.32,-10.42
AR,ROF ECOM-I005042,21.90,23.98,-2.08
AR,PT-I149016,36.00,40.44,-4.44
AR,ROF ECOM-I006056,26.40,37.20,-10.80
AR,ROF ECOM-I144518,41.80,53.38,-11.58
AR,ROF ECOM-I004458,47.20,54.74,-7.54
AR,PT-I149820,39.90,43.49,-3.59
AR,ROF ECOM-I017085,26.50,39.71,-13.21
AR,PT-I013377,70.00,108.86,-38.86
AR,ROF ECOM-I150381,31.00,43.09,-12.09
AR,PT-I014055,211.75,206.62,5.13
AR,ROF ECOM-I144439,41.20,53.82,-12.62
AR,ROF ECOM-I142166,131.05,82.22,48.83
AR,ROF ECOM-I148343,31.85,40.29,-8.44
AR,ROF ECOM-I146568,22.20,30.77,-8.57
AR,ROF ECOM-I142451,98.25,98.99,-0.74
AR,ROF-I154272,94.00,166.05,-72.05
AR,ROF ECOM-I012448,28.90,32.76,-3.86
AR,ROF ECOM-I146295,28.65,39.35,-10.70
AR,ROF ECOM-I144544,59.00,74.27,-15.27
AR,ROF ECOM-I012812,22.60,35.15,-12.55
AR,PT-I151834,34.20,42.00,-7.80
AR,ROF ECOM-I004911,7.50,12.73,-5.23
AR,ROF-I011906,83.25,319.50,-236.25
AR,ROF ECOM-I140946,31.60,40.07,-8.47
AR,ROF ECOM-I013671,29.20,36.45,-7.25
AR,ROF ECOM-I011515,29.20,48.22,-19.02
AR,ROF ECOM-I016985,48.00,58.05,-10.05
AR,ROF ECOM-I149390,56.50,71.57,-15.07
AR,PT-I011375,67.44,62.55,4.89
AR,PT-I145437,29.60,36.78,-7.18
AR,ROF ECOM-I012197,86.70,81.28,5.42
AR,ROF ECOM-I144279,78.50,84.11,-5.61
AR,ROF ECOM-I007002,30.60,33.51,-2.91
AR,ROF ECOM-I007605,21.60,34.78,-13.18
AR,ROF ECOM-I144118,57.15,63.71,-6.56
AR,ROF ECOM-I149254,18.00,27.02,-9.02
AR,PT-I149385,213.00,196.65,16.35
AR,PT-I014323,70.00,112.30,-42.30
AR,PT-I150362,22.50,29.96,-7.46
AR,ROF ECOM-I148862,50.40,61.89,-11.49
AR,ROF ECOM-I142970,53.80,59.49,-5.69
AR,ROF ECOM-I144430,78.00,93.27,-15.27
AR,ROF ECOM-I142245,67.10,70.51,-3.41
AR,ROF ECOM-I012981,87.60,98.57,-10.97
AR,ROF ECOM-I145560,32.90,41.55,-8.65
AR,ROF ECOM-I145250,20.25,30.66,-10.41
AR,ROF-I014898,120.80,237.60,-116.80
AR,ROF ECOM-I143411,77.60,93.62,-16.02
AR,ROF ECOM-I141131,48.80,59.22,-10.42
AR,ROF ECOM-I148183,33.30,44.79,-11.49
AR,PT-I149480,211.40,179.69,31.71
AR,PT-I151013,144.30,122.66,21.64
AR,ROF ECOM-I148235,145.50,128.65,16.85
AR,ROF ECOM-I016962,53.30,66.23,-12.93
AR,ROF ECOM-I016599,55.40,71.26,-15.86
AR,ROF ECOM-I011069,28.90,36.00,-7.10
AR,ROF ECOM-I146466,21.20,27.17,-5.97
AR,PT-I008540,1728.00,1809.84,-81.84
AR,ROF ECOM-I014050,33.80,43.70,-9.90
AR,PT-I148316,61.00,64.63,-3.63
AR,ROF ECOM-I153467,69.98,79.12,-9.14
AR,ROF ECOM-I142123,31.90,44.62,-12.72
AR,ROF ECOM-I017194,240.60,220.88,19.72
AR,ROF ECOM-I144232,28.50,45.59,-17.09
AR,ROF ECOM-I013461,22.60,34.27,-11.67
AR,ROF ECOM-I008514,18.90,29.46,-10.56
AR,ROF ECOM-I150050,19.20,24.91,-5.71
AR,PT-I015545,58.00,60.43,-2.43
AR,ROF ECOM-I011474,57.80,59.45,-1.65
AR,ROF ECOM-I008022,26.70,118.76,-92.06
AR,ROF ECOM-I141246,34.95,45.51,-10.56
AR,ROF ECOM-I016795,51.80,54.69,-2.89
AR,ROF ECOM-I016986,28.90,39.41,-10.51
AR,PT-I150004,123.20,104.72,18.48
AR,ROF ECOM-I141589,89.40,81.04,8.36
AR,PT-I153689,168.00,142.80,25.20
AR,ROF ECOM-I142391,38.00,27.02,10.98
AR,ROF ECOM-I142094,67.10,44.42,22.68
AR,PT-I013262,31.45,61.60,-30.15
AR,ROF ECOM-I144786,31.20,42.70,-11.50
AR,ROF ECOM-I008668,26.70,35.69,-8.99
AR,ROF ECOM-I144166,27.75,39.25,-11.50
AR,ROF-I008855,19200.35,19200.00,0.35
AR,ROF ECOM-I005723,57.60,59.76,-2.16
AR,PT-I143287,30.00,36.38,-6.38
AR,PT-I012202,161.20,111.89,49.31
AR,PT-I012224,29.34,34.54,-5.20
AR,ROF ECOM-I004914,42.60,52.54,-9.94
AR,ROF ECOM-I004755,64.00,74.95,-10.95
AR,ROF ECOM-I146555,66.50,82.09,-15.59
AR,PT-I153773,36.00,40.20,-4.20
AR,ROF ECOM-I151793,32.99,42.75,-9.76
AR,PT-I149238,22.40,29.30,-6.90
AR,ROF ECOM-I141999,29.20,44.10,-14.90
AR,ROF ECOM-I004984,33.20,44.15,-10.95
AR,PT-I148659,36.00,39.61,-3.61
AR,PT-I148631,36.00,41.86,-5.86
AR,PT-I012745,28.05,43.28,-15.23
AR,ROF ECOM-I142172,156.10,132.69,23.41
AR,ROF ECOM-I015307,29.20,39.09,-9.89
AR,ROF ECOM-I145376,64.00,79.44,-15.44
AR,ROF ECOM-I011021,75.60,78.78,-3.18
AR,ROF ECOM-I143460,12.00,13.08,-1.08
AR,ROF ECOM-I148146,33.25,43.92,-10.67
AR,ROF ECOM-I004732,32.50,41.49,-8.99
AR,ROF ECOM-I146129,21.20,30.58,-9.38
AR,PT-I145847,30.00,36.64,-6.64
AR,ROF-I141516,72745.20,36372.60,36372.60
AR,ROF ECOM-I014165,58.40,146.00,-87.60
AR,ROF ECOM-I015477,87.60,135.66,-48.06
AR,ROF ECOM-I013161,28.90,38.69,-9.79
AR,ROF ECOM-I004448,17.00,18.36,-1.36
AR,ROF ECOM-I004708,35.60,41.21,-5.61
AR,ROF ECOM-I142721,18.80,27.37,-8.57
AR,ROF ECOM-I146419,63.00,75.33,-12.33
AR,ROF ECOM-I006300,71.20,81.30,-10.10
AR,ROF ECOM-I142014,120.20,79.97,40.23
AR,ROF ECOM-I145975,43.50,47.11,-3.61
AR,ROF ECOM-I153729,149.95,138.79,11.16
AR,ROF ECOM-I012789,31.90,45.11,-13.21
AR,PT-I145244,60.00,68.65,-8.65
AR,PT-I153574,36.00,44.43,-8.43
AR,ROF ECOM-I145564,48.50,57.53,-9.03
AR,ROF ECOM-I016572,87.60,93.69,-6.09
AR,ROF ECOM-I146623,25.20,32.12,-6.92
AR,ROF ECOM-I140990,93.30,97.57,-4.27
AR,ROF ECOM-I150871,67.98,76.46,-8.48
AR,ROF ECOM-I015426,57.80,110.75,-52.95
AR,ROF ECOM-I148240,27.60,38.18,-10.58
AR,ROF ECOM-I145591,82.80,86.16,-3.36
AR,ROF ECOM-I144435,28.80,37.83,-9.03
AR,ROF ECOM-I143862,27.75,43.27,-15.52
AR,ROF ECOM-I004780,52.80,62.74,-9.94
AR,ROF ECOM-I004483,17.80,28.75,-10.95
AR,ROF ECOM-I142243,58.40,71.87,-13.47
AR,PT-I145999,19.80,23.18,-3.38
AR,PT-I142411,19.80,25.32,-5.52
AR,ROF-I154093,94.00,166.05,-72.05
AR,ROF ECOM-I017684,20.40,30.82,-10.42
AR,ROF ECOM-I144720,35.70,46.41,-10.71
AR,ROF ECOM-I012032,86.70,101.90,-15.20
AR,ROF ECOM-I008180,19.50,30.06,-10.56
AR,ROF ECOM-I143952,31.50,42.25,-10.75
AR,ROF ECOM-I153713,32.99,44.76,-11.77
AR,ROF ECOM-I148633,31.50,41.22,-9.72
AR,ROF ECOM-I014510,28.00,83.21,-55.21
AR,PT-I150407,34.20,41.79,-7.59
AR,ROF ECOM-I006568,41.10,51.90,-10.80
AR,ROF ECOM-I013843,28.00,33.26,-5.26
AR,ROF ECOM-I005720,20.40,22.15,-1.75
AR,ROF ECOM-I008561,27.00,35.81,-8.81
AR,PT-I143218,28.00,31.38,-3.38
AR,ROF ECOM-I141192,111.00,115.77,-4.77
AR,ROF ECOM-I146232,48.50,54.07,-5.57
AR,PT-I150676,36.00,43.29,-7.29
AR,ROF ECOM-I142060,114.60,127.18,-12.58
AR,ROF ECOM-I008832,199.50,139.65,59.85
AR,ROF ECOM-I148533,35.00,47.14,-12.14
AR,ROF-I154275,114.20,166.05,-51.85
AR,ROF ECOM-I008468,28.50,39.06,-10.56
AR,PT-I146128,30.00,36.20,-6.20
AR,PT-I153039,108.00,104.75,3.25
AR,ROF ECOM-I149058,31.00,43.09,-12.09
AR,ROF ECOM-I142294,75.85,54.37,21.48
AR,ROF ECOM-I015966,54.80,59.79,-4.99
AR,ROF ECOM-I143911,60.00,61.71,-1.71
AR,ROF ECOM-I005943,35.60,38.31,-2.71
AR,ROF ECOM-I006602,15.00,16.01,-1.01
AR,ROF ECOM-I011044,37.50,48.06,-10.56
AR,PT-I151024,36.00,39.99,-3.99
AR,ROF ECOM-I013796,93.00,66.13,26.87
AR,ROF ECOM-I150311,104.05,112.21,-8.16
AR,ROF ECOM-I147891,66.85,83.40,-16.55
AR,ROF ECOM-I153794,19.99,26.86,-6.87
AR,PT-I008387,60.45,58.72,1.73
AR,ROF ECOM-I151812,57.98,64.60,-6.62
AR,ROF ECOM-I014133,58.40,156.95,-98.55
AR,ROF ECOM-I142763,40.00,42.80,-2.80
AR,PT-I013263,63.00,72.23,-9.23
AR,PT-I141597,51.00,56.70,-5.70
AR,ROF ECOM-I144506,34.80,41.89,-7.09
AR,PT-I013942,70.00,79.48,-9.48
AR,ROF ECOM-I013106,28.00,27.97,0.03
AR,PT-I150409,37.80,45.26,-7.46
AR,ROF ECOM-I013241,22.00,32.10,-10.10
AR,ROF ECOM-I145030,45.85,57.35,-11.50
AR,PT-I149523,33.00,35.85,-2.85
AR,PT-I141730,69.00,80.50,-11.50
AR,PT-I010932,117.40,99.59,17.81
AR,ROF ECOM-I144144,34.20,45.71,-11.51
AR,ROF ECOM-I141742,33.20,44.93,-11.73
AR,ROF ECOM-I007001,106.80,143.49,-36.69
AR,ROF ECOM-I149091,40.50,51.99,-11.49
AR,ROF ECOM-I141415,69.60,78.89,-9.29
AR,ROF ECOM-I153357,24.99,34.53,-9.54
AR,ROF ECOM-I144309,78.15,81.70,-3.55
AR,ROF ECOM-I141918,61.20,76.76,-15.56
AR,PT-I008543,161.86,105.62,56.24
AR,ROF ECOM-I149316,135.10,119.94,15.16
AR,ROF ECOM-I004810,28.00,38.26,-10.26
AR,ROF ECOM-I016773,26.55,36.89,-10.34
AR,ROF ECOM-I005275,27.99,36.98,-8.99
AR,ROF ECOM-I142115,19.00,24.69,-5.69
AR,ROF ECOM-I013317,22.60,79.86,-57.26
AR,ROF ECOM-I011076,55.40,68.61,-13.21
AR,ROF ECOM-I006525,106.80,96.00,10.80
AR,PT-I017184,27.00,37.36,-10.36
AR,PT-I014224,92.00,87.43,4.57
AR,ROF ECOM-I146041,20.00,29.06,-9.06
AR,ROF ECOM-I013693,28.90,74.19,-45.29
AR,ROF ECOM-I142504,56.40,71.08,-14.68
AR,PT-I146334,19.80,23.90,-4.10
AR,ROF ECOM-I141770,62.00,79.10,-17.10
AR,ROF ECOM-I014693,102.40,116.00,-13.60
AR,ROF-I012568,53664.00,26832.00,26832.00
AR,PT-I012284,48.00,49.53,-1.53
AR,PT-I146341,82.50,92.62,-10.12
AR,ROF ECOM-I005507,51.00,54.30,-3.30
AR,ROF ECOM-I146057,95.25,110.69,-15.44
AR,ROF ECOM-I144215,64.85,70.59,-5.74
AR,ROF ECOM-I005738,26.70,36.48,-9.78
AR,ROF ECOM-I012707,27.70,65.82,-38.12
AR,ROF ECOM-I013402,25.60,34.59,-8.99
AR,ROF ECOM-I153792,131.96,123.22,8.74
AR,ROF ECOM-I143485,25.00,26.75,-1.75
AR,ROF ECOM-I009160,66.60,82.02,-15.42
AR,ROF ECOM-I144885,19.20,26.74,-7.54
AR,ROF ECOM-I143861,24.50,36.00,-11.50
AR,ROF ECOM-I004844,33.20,44.15,-10.95
AR,ROF ECOM-I016589,24.00,36.45,-12.45
AR,ROF ECOM-I144394,83.10,98.37,-15.27
AR,PT-I153350,54.00,61.36,-7.36
AR,ROF ECOM-I016567,52.70,65.91,-13.21
AR,ROF ECOM-I142673,85.00,96.22,-11.22
AR,PT-I144603,112.80,101.52,11.28
AR,PT-I014159,29.97,41.04,-11.07
AR,ROF ECOM-I148323,31.50,43.13,-11.63
AR,ROF ECOM-I008239,26.70,35.69,-8.99
AR,PT-I144962,30.00,33.46,-3.46
AR,ROF ECOM-I007790,70.20,80.25,-10.05
AR,ROF ECOM-I151687,98.97,104.91,-5.94
AR,ROF ECOM-I014365,27.40,31.86,-4.46
AR,ROF ECOM-I008882,81.00,63.95,17.05
AR,PT-I145165,60.00,68.30,-8.30
AR,ROF ECOM-I005985,25.50,30.54,-5.04
AR,ROF ECOM-I011141,60.20,60.41,-0.21
AR,ROF ECOM-I004991,53.40,58.74,-5.34
AR,ROF ECOM-I014149,27.40,97.05,-69.65
AR,ROF ECOM-I146667,48.50,60.46,-11.96
AR,ROF ECOM-I017687,134.20,130.23,3.97
AR,ROF ECOM-I146043,157.10,146.56,10.54
AR,PT-I012405,38.00,49.07,-11.07
AR,PT-I012806,27.50,101.57,-74.07
AR,ROF ECOM-I012317,58.40,75.20,-16.80
AR,ROF ECOM-I145750,46.00,57.50,-11.50
AR,ROF ECOM-I141007,39.20,51.85,-12.65
AR,ROF-I011824,101.75,399.15,-297.40
AR,ROF ECOM-I145163,87.30,102.74,-15.44
AR,PT-I149681,72.00,70.95,1.05
AR,PT-I153693,33.00,37.16,-4.16
AR,PT-I149213,72.10,80.14,-8.04
AR,PT-I004974,11.47,12.30,-0.83
AR,PT-I146343,83.25,94.75,-11.50
AR,ROF ECOM-I015516,32.10,39.49,-7.39
AR,ROF ECOM-I006944,35.60,41.89,-6.29
AR,ROF ECOM-I145649,97.00,97.94,-0.94
AR,ROF ECOM-I012973,57.80,54.36,3.44
AR,ROF ECOM-I144269,23.00,35.72,-12.72
AR,PT-I008891,204.33,122.59,81.74
AR,ROF ECOM-I017671,31.90,45.11,-13.21
AR,ROF ECOM-I012889,22.60,27.92,-5.32
AR,ROF ECOM-I144062,15.75,25.55,-9.80
AR,ROF ECOM-I017692,131.40,126.30,5.10
AR,ROF ECOM-I148594,158.15,134.43,23.72
AR,ROF ECOM-I151848,32.99,45.67,-12.68
AR,ROF ECOM-I011098,36.00,40.21,-4.21
AR,PT-I006787,32.96,128.04,-95.08
AR,ROF ECOM-I146100,69.00,83.19,-14.19
AR,ROF ECOM-I014244,58.40,71.13,-12.73
AR,ROF ECOM-I011297,28.90,37.71,-8.81
AR,PT-I152248,280.00,224.00,56.00
AR,PT-I148210,36.00,40.07,-4.07
AR,PT-I144387,93.00,109.15,-16.15
AR,ROF ECOM-I013446,28.00,69.20,-41.20
AR,ROF ECOM-I017219,18.00,28.56,-10.56
AR,ROF-I006654,323.20,450.70,-127.50
AR,PT-I153573,72.00,74.96,-2.96
AR,ROF ECOM-I142670,63.00,76.46,-13.46
AR,ROF ECOM-I146615,24.25,34.40,-10.15
AR,PT-I150267,36.00,43.80,-7.80
AR,PT-I006252,35.97,41.15,-5.18
AR,ROF ECOM-I149609,23.75,32.87,-9.12
AR,ROF ECOM-I145170,19.00,34.39,-15.39
AR,ROF ECOM-I145698,32.90,41.55,-8.65
AR,ROF ECOM-I142540,16.00,17.24,-1.24
AR,PT-I142973,22.80,26.71,-3.91
AR,PT-I011068,24.46,35.53,-11.07
AR,ROF ECOM-I006720,31.80,50.62,-18.82
AR,ROF ECOM-I012014,28.00,41.21,-13.21
AR,ROF ECOM-I014126,28.90,38.79,-9.89
AR,ROF ECOM-I011071,18.00,28.42,-10.42
AR,ROF ECOM-I145967,73.85,77.29,-3.44
AR,ROF ECOM-I011147,62.00,71.98,-9.98
AR,ROF ECOM-I011064,18.00,30.45,-12.45
AR,ROF ECOM-I004664,17.60,30.69,-13.09
AR,PT-I014052,35.00,43.69,-8.69
AR,ROF ECOM-I005844,27.00,27.36,-0.36
AR,ROF ECOM-I006294,41.10,50.88,-9.78
AR,ROF ECOM-I142248,31.80,39.67,-7.87
AR,PT-I010549,120.41,91.87,28.54
AR,PT-I006473,26.37,58.80,-32.43
AR,ROF ECOM-I005262,40.80,39.51,1.29
AR,ROF ECOM-I143942,54.00,68.90,-14.90
AR,ROF ECOM-I012922,60.30,82.65,-22.35
AR,ROF ECOM-I142034,66.40,44.70,21.70
AR,ROF ECOM-I004998,24.90,28.82,-3.92
AR,ROF ECOM-I142195,79.70,53.81,25.89
AR,ROF ECOM-I005802,208.80,157.49,51.31
AR,ROF ECOM-I144375,51.80,63.30,-11.50
AR,ROF ECOM-I142704,26.40,42.75,-16.35
AR,ROF ECOM-I142454,19.20,29.62,-10.42
AR,ROF ECOM-I015609,29.50,31.72,-2.22
AR,ROF ECOM-I017020,21.00,31.56,-10.56
AR,PT-I149291,23.10,29.71,-6.61
AR,ROF ECOM-I007656,46.80,48.65,-1.85
AR,ROF ECOM-I153806,104.97,98.33,6.64
AR,PT-I146526,36.00,43.21,-7.21
AR,ROF ECOM-I143145,16.40,22.51,-6.11
AR,PT-I150771,130.40,110.84,19.56
AR,ROF ECOM-I017048,61.40,68.40,-7.00
AR,PT-I006789,71.94,87.43,-15.49
AR,ROF ECOM-I011105,53.40,63.38,-9.98
AR,ROF ECOM-I004637,53.20,45.22,7.98
AR,ROF ECOM-I141366,31.00,42.16,-11.16
AR,ROF ECOM-I008549,15.00,21.91,-6.91
AR,ROF ECOM-I008748,51.80,65.01,-13.21
AR,ROF ECOM-I146540,26.00,36.90,-10.90
AR,ROF ECOM-I146081,58.80,72.02,-13.22
AR,PT-I149024,56.00,69.20,-13.20
AR,ROF ECOM-I011090,28.80,38.64,-9.84
AR,ROF ECOM-I015962,28.90,36.00,-7.10
AR,ROF ECOM-I146318,66.50,74.67,-8.17
AR,ROF ECOM-I013110,40.80,42.65,-1.85
AR,PT-I143244,44.40,52.25,-7.85
AR,ROF ECOM-I144625,93.80,109.07,-15.27
AR,PT-I149933,36.00,43.80,-7.80
AR,ROF ECOM-I143364,38.80,47.03,-8.23
AR,ROF ECOM-I149865,27.60,40.01,-12.41
AR,ROF ECOM-I006762,39.00,53.12,-14.12
AR,ROF ECOM-I008406,18.90,27.57,-8.67
AR,PT-I008658,32.97,35.46,-2.49
AR,ROF ECOM-I145076,49.20,60.70,-11.50
AR,ROF ECOM-I145401,20.00,23.70,-3.70
AR,ROF ECOM-I006344,26.40,41.02,-14.62
AR,PT-I144646,90.80,77.18,13.62
AR,ROF ECOM-I010596,57.80,55.48,2.32
AR,PT-I143582,60.00,68.57,-8.57
AR,PT-I141452,48.00,60.12,-12.12
AR,PT-I009242,27.48,37.84,-10.36
AR,PT-I148736,241.90,205.62,36.28
AR,ROF ECOM-I016289,30.10,40.52,-10.42
AR,ROF-I011795,60.55,187.95,-127.40
AR,ROF ECOM-I145866,54.10,64.13,-10.03
AR,ROF ECOM-I146049,38.00,53.44,-15.44
AR,ROF ECOM-I142233,31.00,43.89,-12.89
AR,ROF ECOM-I145368,49.50,52.97,-3.47
AR,ROF ECOM-I141130,29.20,40.15,-10.95
AR,ROF ECOM-I144945,15.75,19.08,-3.33
AR,ROF-I014284,70.70,97.40,-26.70
AR,PT-I144919,22.80,25.56,-2.76
AR,ROF ECOM-I145219,50.00,56.38,-6.38
AR,PT-I149750,34.20,42.00,-7.80
AR,ROF ECOM-I006782,52.80,54.15,-1.35
AR,ROF ECOM-I017060,23.80,34.36,-10.56
AR,PT-I005732,54.96,46.71,8.25
AR,ROF ECOM-I017316,22.60,33.16,-10.56
AR,ROF-I144867,41779.20,20889.60,20889.60
AR,ROF-I011644,60.55,248.50,-187.95
AR,ROF ECOM-I144320,28.50,36.54,-8.04
AR,PT-I007595,71.94,82.30,-10.36
AR,ROF ECOM-I146601,26.00,36.12,-10.12
AR,ROF ECOM-I144843,29.25,36.37,-7.12
AR,ROF ECOM-I005961,124.50,96.93,27.57
AR,ROF ECOM-I012048,29.20,39.76,-10.56
AR,ROF ECOM-I011045,81.00,95.85,-14.85
AR,ROF-I006659,10.10,30.30,-20.20
AR,PT-I148007,33.00,40.21,-7.21
AR,ROF ECOM-I143174,29.25,43.20,-13.95
AR,ROF ECOM-I141721,31.45,42.85,-11.40
AR,ROF ECOM-I012930,29.20,71.61,-42.41
AR,ROF ECOM-I144522,29.25,40.75,-11.50
AR,PT-I142995,61.00,71.42,-10.42
AR,ROF ECOM-I145778,21.60,29.95,-8.35
AR,ROF ECOM-I008395,117.00,98.06,18.94
AR,PT-I010395,57.00,358.50,-301.50
AR,ROF ECOM-I004778,53.40,56.22,-2.82
