doc_type,invoice_number,subledger_amount,xoro_gl_amount,diff
AR,ROF ECOM-I141369,62.00,76.30,-14.30
AR,ROF ECOM-I144817,39.80,45.33,-5.53
AR,ROF ECOM-I144456,28.80,31.59,-2.79
AR,PT-I141124,27.00,37.36,-10.36
AR,ROF ECOM-I012705,76.80,67.65,9.15
AR,PT-I149382,71.40,68.73,2.67
AR,PT-I150298,60.80,64.70,-3.90
AR,PT-I008809,141.12,84.67,56.45
AR,ROF ECOM-I141938,56.60,69.98,-13.38
AR,ROF ECOM-I144597,34.60,46.10,-11.50
AR,ROF ECOM-I017265,93.00,112.55,-19.55
AR,PT-I149474,45.50,52.53,-7.03
AR,ROF-I154199,155.95,166.05,-10.10
AR,ROF-I008714,1892.00,2215.88,-323.88
AR,ROF ECOM-I142016,130.90,141.37,-10.47
AR,ROF ECOM-I014663,73.20,113.76,-40.56
AR,PT-I008893,35.97,46.33,-10.36
AR,ROF ECOM-I004831,50.40,59.36,-8.96
AR,ROF ECOM-I005050,55.20,49.33,5.87
AR,ROF ECOM-I150713,33.99,42.02,-8.03
AR,ROF ECOM-I145231,56.70,59.70,-3.00
AR,PT-I151666,72.00,80.61,-8.61
AR,ROF ECOM-I143738,15.80,22.00,-6.20
AR,ROF ECOM-I006793,71.10,86.27,-15.17
AR,ROF ECOM-I145677,33.30,47.71,-14.41
AR,ROF ECOM-I146473,43.20,51.85,-8.65
AR,ROF ECOM-I142562,135.05,146.68,-11.63
AR,PT-I151706,36.00,47.34,-11.34
AR,ROF ECOM-I151695,29.99,34.49,-4.50
AR,PT-I148180,34.20,36.43,-2.23
AR,ROF-I154101,94.00,166.05,-72.05
AR,PT-I144666,28.00,33.92,-5.92
AR,ROF ECOM-I143868,73.20,88.67,-15.47
AR,PT-I146259,39.00,45.64,-6.64
AR,ROF ECOM-I149806,29.10,37.15,-8.05
AR,ROF ECOM-I008494,79.20,68.28,10.92
AR,ROF ECOM-I005893,179.40,135.32,44.08
AR,ROF ECOM-I148027,33.25,44.31,-11.06
AR,ROF ECOM-I153802,65.98,89.97,-23.99
AR,ROF ECOM-I147911,65.80,79.72,-13.92
AR,ROF ECOM-I153148,65.98,77.40,-11.42
AR,ROF ECOM-I017212,57.80,70.25,-12.45
AR,PT-I015835,48.00,59.07,-11.07
AR,ROF ECOM-I145072,49.00,50.36,-1.36
AR,ROF ECOM-I151693,104.97,97.94,7.03
AR,ROF ECOM-I005775,66.00,74.46,-8.46
AR,ROF ECOM-I145116,21.30,22.79,-1.49
AR,ROF ECOM-I141219,19.50,28.11,-8.61
AR,ROF ECOM-I015844,55.40,68.61,-13.21
AR,ROF ECOM-I143722,67.50,77.37,-9.87
AR,ROF ECOM-I146672,32.90,41.92,-9.02
AR,ROF ECOM-I144110,70.75,72.72,-1.97
AR,ROF ECOM-I148852,23.40,33.68,-10.28
AR,ROF ECOM-I141752,85.95,89.61,-3.66
AR,PT-I010931,65.43,61.57,3.86
AR,ROF ECOM-I145594,32.90,39.34,-6.44
AR,ROF ECOM-I013452,22.60,36.58,-13.98
AR,ROF ECOM-I150862,67.98,83.19,-15.21
AR,PT-I151092,39.90,43.71,-3.81
AR,ROF ECOM-I142885,13.00,19.18,-6.18
AR,PT-I148560,22.50,27.15,-4.65
AR,ROF ECOM-I013077,24.40,27.73,-3.33
AR,ROF ECOM-I004666,79.00,78.10,0.90
AR,ROF ECOM-I142921,113.25,137.74,-24.49
AR,PT-I012287,26.40,37.47,-11.07
AR,ROF ECOM-I144441,72.75,94.00,-21.25
AR,PT-I146328,41.40,52.37,-10.97
AR,ROF ECOM-I149346,98.60,93.67,4.93
AR,ROF ECOM-I153454,32.99,39.97,-6.98
AR,PT-I150941,34.20,38.58,-4.38
AR,ROF ECOM-I140977,58.40,73.25,-14.85
AR,ROF ECOM-I142509,76.00,86.66,-10.66
AR,ROF ECOM-I017701,33.20,49.23,-16.03
AR,ROF ECOM-I149490,148.00,136.45,11.55
AR,ROF ECOM-I143689,24.20,32.51,-8.31
AR,ROF ECOM-I012487,22.60,27.92,-5.32
AR,ROF ECOM-I148061,150.90,128.27,22.63
AR,ROF ECOM-I142364,31.00,43.59,-12.59
AR,PT-I145061,55.00,83.39,-28.39
AR,ROF ECOM-I005721,40.80,52.90,-12.10
AR,ROF ECOM-I005744,28.50,40.14,-11.64
AR,ROF ECOM-I144476,93.00,106.47,-13.47
AR,ROF ECOM-I144437,42.40,55.87,-13.47
AR,ROF ECOM-I146201,48.50,56.54,-8.04
AR,ROF ECOM-I017034,20.40,28.74,-8.34
AR,ROF ECOM-I004775,74.40,83.05,-8.65
AR,ROF ECOM-I145430,42.90,54.40,-11.50
AR,ROF ECOM-I015964,36.70,51.05,-14.35
AR,ROF ECOM-I008402,18.90,28.22,-9.32
AR,ROF ECOM-I145662,40.00,53.88,-13.88
AR,ROF ECOM-I144552,52.20,61.02,-8.82
AR,ROF ECOM-I008821,91.80,102.77,-10.97
AR,PT-I144489,96.80,105.62,-8.82
AR,ROF ECOM-I141768,87.60,82.52,5.08
AR,ROF ECOM-I143270,20.25,28.50,-8.25
AR,ROF ECOM-I141612,19.00,23.22,-4.22
AR,ROF ECOM-I004452,33.20,43.46,-10.26
AR,ROF ECOM-I017672,31.90,45.11,-13.21
AR,ROF ECOM-I016570,20.40,21.98,-1.58
AR,PT-I012395,74.25,73.25,1.00
AR,PT-I152001,34.20,42.00,-7.80
AR,ROF ECOM-I141928,63.60,74.31,-10.71
AR,ROF ECOM-I004900,131.60,141.79,-10.19
AR,ROF ECOM-I142513,44.21,87.54,-43.33
AR,ROF ECOM-I015150,56.00,100.48,-44.48
AR,PT-I153137,84.10,87.80,-3.70
AR,ROF ECOM-I017192,58.40,70.63,-12.23
AR,PT-I142417,55.50,69.35,-13.85
AR,ROF ECOM-I004849,24.00,34.95,-10.95
AR,ROF ECOM-I143193,154.20,143.36,10.84
AR,ROF ECOM-I014628,86.10,100.95,-14.85
AR,ROF ECOM-I151846,65.98,77.91,-11.93
AR,ROF ECOM-I142237,30.10,34.61,-4.51
AR,ROF ECOM-I153532,32.99,39.80,-6.81
AR,ROF ECOM-I004739,74.00,88.22,-14.22
AR,ROF ECOM-I017245,38.00,62.28,-24.28
AR,ROF ECOM-I012412,29.20,35.28,-6.08
AR,ROF ECOM-I146542,30.40,36.60,-6.20
AR,ROF ECOM-I149359,65.80,70.71,-4.91
AR,ROF ECOM-I141988,22.20,31.00,-8.80
AR,PT-I005919,101.92,71.94,29.98
AR,ROF ECOM-I142270,62.90,42.60,20.30
AR,ROF ECOM-I148750,65.80,81.72,-15.92
AR,ROF ECOM-I142041,78.40,52.67,25.73
AR,ROF ECOM-I145734,32.90,41.55,-8.65
AR,ROF ECOM-I145169,35.50,50.67,-15.17
AR,ROF ECOM-I005786,53.40,68.53,-15.13
AR,PT-I153785,28.00,35.59,-7.59
AR,ROF ECOM-I143967,22.60,34.10,-11.50
AR,ROF-I154071,114.20,166.05,-51.85
AR,ROF ECOM-I144464,12.75,19.49,-6.74
AR,ROF ECOM-I141463,58.40,68.47,-10.07
AR,ROF ECOM-I142985,17.00,25.57,-8.57
AR,ROF ECOM-I010444,55.20,54.14,1.06
AR,PT-I149247,39.90,46.35,-6.45
AR,ROF ECOM-I150439,34.99,42.16,-7.17
AR,ROF ECOM-I012890,29.20,45.82,-16.62
AR,ROF ECOM-I008937,82.80,61.70,21.10
AR,ROF ECOM-I142964,59.40,65.94,-6.54
AR,ROF ECOM-I008911,26.40,36.68,-10.28
AR,ROF ECOM-I006781,132.30,128.16,4.14
AR,ROF ECOM-I013486,57.80,67.04,-9.24
AR,ROF ECOM-I143661,142.25,136.39,5.86
AR,ROF ECOM-I008818,26.40,36.97,-10.57
AR,PT-I146256,57.00,65.57,-8.57
AR,ROF ECOM-I143896,72.75,89.41,-16.66
AR,ROF ECOM-I143706,26.00,36.33,-10.33
AR,ROF ECOM-I148071,98.70,97.77,0.93
AR,ROF ECOM-I148060,32.90,41.92,-9.02
AR,PT-I144710,52.80,53.45,-0.65
AR,ROF ECOM-I143495,36.95,46.73,-9.78
AR,ROF ECOM-I149968,50.75,63.16,-12.41
AR,ROF ECOM-I012529,29.20,39.09,-9.89
AR,PT-I144968,30.00,36.27,-6.27
AR,ROF ECOM-I143087,32.10,38.04,-5.94
AR,PT-I016623,85.00,74.82,10.18
AR,ROF ECOM-I148542,176.25,149.82,26.43
AR,ROF ECOM-I153735,59.98,75.49,-15.51
AR,ROF ECOM-I150065,51.95,61.52,-9.57
AR,ROF ECOM-I142153,139.80,85.17,54.63
AR,PT-I012290,35.00,46.07,-11.07
AR,ROF ECOM-I141407,49.30,70.48,-21.18
AR,ROF ECOM-I148553,61.15,72.64,-11.49
AR,ROF ECOM-I143115,19.40,30.11,-10.71
AR,PT-I148780,36.00,43.21,-7.21
AR,ROF ECOM-I150869,24.99,29.66,-4.67
AR,PT-I149739,36.00,43.58,-7.58
AR,PT-I011009,71.94,68.62,3.32
AR,ROF ECOM-I141247,33.20,43.76,-10.56
AR,PT-I148527,28.00,32.41,-4.41
AR,ROF ECOM-I154013,59.98,73.49,-13.51
AR,ROF ECOM-I145461,34.20,45.70,-11.50
AR,PT-I013121,27.50,50.84,-23.34
AR,ROF-I154122,94.00,166.05,-72.05
AR,ROF ECOM-I143227,19.40,24.23,-4.83
AR,ROF ECOM-I013604,22.60,29.31,-6.71
AR,ROF-I145881,10696.00,10996.00,-300.00
AR,ROF ECOM-I010920,32.80,39.45,-6.65
AR,ROF ECOM-I004688,49.80,57.34,-7.54
AR,ROF ECOM-I143552,14.60,15.91,-1.31
AR,ROF ECOM-I149199,51.40,55.18,-3.78
AR,ROF ECOM-I145452,29.25,35.00,-5.75
AR,ROF ECOM-I145701,19.00,24.73,-5.73
AR,PT-I146166,27.50,34.14,-6.64
AR,PT-I145686,100.00,93.65,6.35
AR,ROF ECOM-I012727,23.80,50.88,-27.08
AR,ROF ECOM-I146599,26.00,32.17,-6.17
AR,ROF ECOM-I015300,61.20,96.57,-35.37
AR,ROF ECOM-I146267,69.00,77.29,-8.29
AR,ROF ECOM-I143188,57.20,72.67,-15.47
AR,ROF ECOM-I143262,27.75,37.22,-9.47
AR,ROF ECOM-I148554,60.85,71.80,-10.95
AR,PT-I017242,55.00,63.73,-8.73
AR,ROF ECOM-I005713,64.80,68.42,-3.62
AR,ROF ECOM-I149485,41.35,52.65,-11.30
AR,ROF ECOM-I143956,29.40,36.49,-7.09
AR,PT-I141780,70.00,82.37,-12.37
AR,PT-I005279,79.44,52.96,26.48
AR,ROF ECOM-I144165,24.00,34.43,-10.43
AR,ROF ECOM-I017268,31.90,45.11,-13.21
AR,ROF ECOM-I141414,36.40,57.58,-21.18
AR,ROF ECOM-I142264,67.45,52.27,15.18
AR,ROF ECOM-I141138,68.50,77.74,-9.24
AR,ROF ECOM-I004703,32.80,46.08,-13.28
AR,ROF ECOM-I011047,26.70,37.12,-10.42
AR,ROF ECOM-I014095,19.00,27.81,-8.81
AR,ROF-I154056,114.20,166.05,-51.85
AR,ROF ECOM-I149317,38.00,43.22,-5.22
AR,ROF ECOM-I143428,30.15,35.43,-5.28
AR,PT-I146518,42.00,48.20,-6.20
AR,PT-I153381,33.00,40.46,-7.46
AR,ROF ECOM-I014146,20.40,30.96,-10.56
AR,ROF ECOM-I144010,29.40,40.92,-11.52
AR,ROF-I154036,102.35,166.05,-63.70
AR,ROF ECOM-I143938,49.20,59.91,-10.71
AR,ROF ECOM-I011093,24.00,37.21,-13.21
AR,ROF ECOM-I141579,48.00,46.17,1.83
AR,PT-I015266,47.00,58.07,-11.07
AR,ROF ECOM-I146546,46.00,56.20,-10.20
AR,ROF ECOM-I143649,54.20,67.32,-13.12
AR,ROF ECOM-I146426,15.75,21.83,-6.08
AR,ROF ECOM-I008908,81.00,71.55,9.45
AR,ROF ECOM-I151826,85.97,90.82,-4.85
AR,ROF ECOM-I144634,20.00,24.70,-4.70
AR,ROF ECOM-I142580,51.00,65.88,-14.88
AR,ROF ECOM-I143354,21.20,31.07,-9.87
AR,ROF ECOM-I146375,36.75,50.16,-13.41
AR,ROF ECOM-I145270,72.75,79.27,-6.52
AR,ROF ECOM-I004618,42.60,54.59,-11.99
AR,PT-I148671,36.00,43.21,-7.21
AR,ROF ECOM-I144138,14.10,20.74,-6.64
AR,PT-I146223,57.50,69.00,-11.50
AR,PT-I010546,126.17,83.19,42.98
AR,ROF ECOM-I149401,65.80,80.46,-14.66
AR,ROF ECOM-I142163,192.55,117.87,74.68
AR,ROF ECOM-I143184,29.25,35.20,-5.95
AR,PT-I143481,21.00,27.03,-6.03
AR,ROF ECOM-I148242,23.40,32.42,-9.02
AR,ROF ECOM-I012437,56.90,70.50,-13.60
AR,ROF ECOM-I012531,22.60,35.48,-12.88
AR,PT-I011497,28.05,37.28,-9.23
AR,ROF ECOM-I146585,32.90,41.14,-8.24
AR,PT-I144935,57.50,60.32,-2.82
AR,ROF ECOM-I146565,18.00,26.95,-8.95
AR,ROF ECOM-I005788,17.10,17.39,-0.29
AR,ROF ECOM-I148239,31.00,42.32,-11.32
AR,PT-I148109,56.00,55.21,0.79
AR,ROF ECOM-I145447,24.25,31.83,-7.58
AR,ROF ECOM-I144600,48.50,55.92,-7.42
AR,PT-I143568,30.00,35.85,-5.85
AR,ROF ECOM-I008242,26.40,39.61,-13.21
AR,ROF ECOM-I143320,23.50,30.94,-7.44
AR,ROF ECOM-I142732,57.00,61.99,-4.99
AR,ROF ECOM-I149232,24.50,31.71,-7.21
AR,ROF ECOM-I141188,192.50,134.76,57.74
AR,ROF ECOM-I141737,113.20,128.47,-15.27
AR,ROF ECOM-I149532,42.00,55.21,-13.21
AR,ROF ECOM-I149219,36.00,44.77,-8.77
AR,PT-I153601,36.00,40.20,-4.20
AR,ROF ECOM-I150873,32.99,42.22,-9.23
AR,ROF ECOM-I144580,62.00,77.88,-15.88
AR,ROF ECOM-I008912,106.50,86.61,19.89
AR,PT-I143577,28.50,34.68,-6.18
AR,PT-I148600,34.20,37.99,-3.79
AR,PT-I151765,134.50,114.33,20.17
AR,PT-I146173,28.50,35.27,-6.77
AR,ROF ECOM-I141185,24.00,34.56,-10.56
AR,ROF ECOM-I144111,19.00,30.50,-11.50
AR,PT-I150425,36.00,38.06,-2.06
AR,ROF ECOM-I144593,14.40,20.25,-5.85
AR,ROF ECOM-I146404,21.75,31.47,-9.72
AR,ROF ECOM-I141424,121.05,136.99,-15.94
AR,ROF ECOM-I146029,94.60,95.71,-1.11
AR,ROF ECOM-I005312,74.40,108.83,-34.43
AR,PT-I012222,96.00,87.87,8.13
AR,ROF ECOM-I149311,98.70,101.40,-2.70
AR,ROF ECOM-I146191,154.30,142.64,11.66
AR,ROF ECOM-I153455,32.99,45.49,-12.50
AR,PT-I149634,36.00,40.20,-4.20
AR,ROF ECOM-I006015,15.00,20.19,-5.19
AR,ROF ECOM-I149364,34.00,39.37,-5.37
AR,PT-I149760,215.60,183.26,32.34
AR,ROF ECOM-I144060,28.50,40.56,-12.06
AR,ROF ECOM-I143496,15.80,23.24,-7.44
AR,ROF ECOM-I146082,48.50,63.62,-15.12
AR,ROF ECOM-I004645,17.80,19.62,-1.82
AR,PT-I149522,36.00,55.03,-19.03
AR,PT-I149561,108.00,103.79,4.21
AR,ROF ECOM-I148757,230.65,215.18,15.47
AR,ROF ECOM-I148709,25.75,39.66,-13.91
AR,ROF ECOM-I142356,26.78,28.58,-1.80
AR,ROF ECOM-I144484,151.20,128.52,22.68
AR,PT-I145647,55.00,63.30,-8.30
AR,ROF ECOM-I008547,26.70,35.69,-8.99
AR,ROF ECOM-I012188,88.50,102.55,-14.05
AR,PT-I153144,36.00,39.86,-3.86
AR,ROF ECOM-I142578,155.25,131.97,23.28
AR,ROF ECOM-I146602,66.50,81.98,-15.48
AR,ROF ECOM-I141504,34.95,50.51,-15.56
AR,ROF ECOM-I004627,49.80,59.74,-9.94
AR,PT-I148805,33.00,35.08,-2.08
AR,ROF ECOM-I004686,67.10,81.84,-14.74
AR,ROF ECOM-I150053,36.00,45.57,-9.57
AR,ROF ECOM-I010424,52.80,57.09,-4.29
AR,PT-I150833,56.00,58.20,-2.20
AR,ROF ECOM-I142699,58.20,73.67,-15.47
AR,ROF ECOM-I004917,18.00,30.39,-12.39
AR,PT-I144737,80.40,76.91,3.49
AR,PT-I151865,100.00,97.95,2.05
AR,ROF ECOM-I012488,61.20,72.17,-10.97
AR,ROF ECOM-I010537,26.40,35.64,-9.24
AR,ROF ECOM-I142491,40.10,53.57,-13.47
AR,ROF ECOM-I145414,30.25,38.90,-8.65
AR,PT-I145472,99.30,151.64,-52.34
AR,ROF ECOM-I014774,57.50,63.87,-6.37
AR,ROF ECOM-I005076,71.10,81.36,-10.26
AR,ROF ECOM-I016331,31.00,40.89,-9.89
AR,PT-I144705,28.50,34.68,-6.18
AR,ROF ECOM-I142522,16.00,17.04,-1.04
AR,ROF ECOM-I008735,199.50,139.65,59.85
AR,ROF ECOM-I148692,51.75,65.87,-14.12
AR,ROF ECOM-I150783,55.98,55.77,0.21
AR,ROF ECOM-I017658,31.90,45.11,-13.21
AR,ROF ECOM-I142671,35.60,52.03,-16.43
AR,ROF ECOM-I013076,22.60,25.07,-2.47
AR,PT-I149471,36.00,43.08,-7.08
AR,ROF ECOM-I149395,62.90,73.58,-10.68
AR,ROF ECOM-I142838,41.80,55.27,-13.47
AR,ROF ECOM-I143928,89.40,104.87,-15.47
AR,ROF ECOM-I153993,32.99,40.72,-7.73
AR,ROF ECOM-I142155,87.60,103.07,-15.47
AR,ROF ECOM-I005945,36.00,33.07,2.93
AR,ROF ECOM-I145531,72.75,88.37,-15.62
AR,ROF ECOM-I153438,34.99,41.86,-6.87
AR,ROF ECOM-I012440,102.40,118.56,-16.16
AR,ROF ECOM-I006631,47.40,60.61,-13.21
AR,ROF ECOM-I149596,27.60,37.72,-10.12
AR,ROF ECOM-I153800,69.98,72.14,-2.16
AR,ROF ECOM-I144047,58.70,72.17,-13.47
AR,ROF ECOM-I145256,27.75,31.49,-3.74
AR,ROF ECOM-I142621,19.00,24.19,-5.19
AR,ROF ECOM-I017035,92.30,108.71,-16.41
AR,PT-I144971,30.00,32.14,-2.14
AR,ROF ECOM-I016859,54.80,68.01,-13.21
AR,ROF ECOM-I144576,31.00,44.19,-13.19
AR,ROF ECOM-I006036,18.90,24.10,-5.20
AR,PT-I153949,36.00,43.80,-7.80
AR,ROF ECOM-I146263,24.25,35.75,-11.50
AR,PT-I146172,22.20,28.84,-6.64
AR,ROF ECOM-I004923,26.70,34.06,-7.36
AR,PT-I008655,23.07,34.14,-11.07
AR,ROF ECOM-I141105,99.25,99.35,-0.10
AR,ROF ECOM-I005298,25.50,28.80,-3.30
AR,ROF ECOM-I146291,127.75,127.35,0.40
AR,ROF ECOM-I011100,20.70,30.59,-9.89
AR,ROF ECOM-I142439,76.40,87.06,-10.66
AR,ROF ECOM-I141611,39.85,51.98,-12.13
AR,ROF ECOM-I143905,114.00,129.27,-15.27
AR,ROF ECOM-I144389,15.75,21.27,-5.52
AR,ROF ECOM-I153102,32.99,42.75,-9.76
AR,ROF ECOM-I011001,28.00,41.21,-13.21
AR,ROF ECOM-I011994,29.20,39.76,-10.56
AR,ROF ECOM-I008826,21.60,32.16,-10.56
AR,ROF ECOM-I150456,34.18,66.91,-32.73
AR,ROF ECOM-I150305,27.60,35.86,-8.26
AR,ROF ECOM-I012306,24.00,33.78,-9.78
AR,PT-I143452,86.00,97.50,-11.50
AR,ROF ECOM-I004651,17.00,21.88,-4.88
AR,ROF ECOM-I150678,158.95,133.96,24.99
AR,ROF ECOM-I153149,32.99,46.08,-13.09
AR,ROF ECOM-I142464,28.20,42.79,-14.59
AR,ROF ECOM-I017272,31.60,44.05,-12.45
AR,ROF ECOM-I143351,64.80,80.93,-16.13
AR,ROF ECOM-I011062,25.50,35.73,-10.23
AR,ROF ECOM-I149867,32.90,42.64,-9.74
AR,ROF ECOM-I143675,26.00,39.63,-13.63
AR,PT-I145846,72.00,83.50,-11.50
AR,PT-I150087,26.60,32.76,-6.16
AR,PT-I151839,36.00,40.20,-4.20
AR,ROF ECOM-I145514,171.80,146.03,25.77
AR,ROF ECOM-I015152,28.00,41.21,-13.21
AR,ROF ECOM-I014775,31.60,41.96,-10.36
AR,ROF ECOM-I149360,54.50,56.45,-1.95
AR,ROF ECOM-I141217,58.10,72.95,-14.85
AR,PT-I015591,28.00,38.36,-10.36
AR,ROF ECOM-I146379,55.80,64.51,-8.71
AR,ROF ECOM-I017041,29.20,39.82,-10.62
AR,ROF ECOM-I148075,99.75,97.44,2.31
AR,ROF ECOM-I010941,88.80,89.30,-0.50
AR,ROF ECOM-I142127,31.00,42.16,-11.16
AR,ROF-I015063,26.70,35.60,-8.90
AR,ROF ECOM-I008664,18.90,26.62,-7.72
AR,ROF-I154106,120.80,166.05,-45.25
AR,ROF ECOM-I148133,58.20,73.72,-15.52
AR,ROF ECOM-I012418,61.80,71.04,-9.24
AR,ROF ECOM-I010541,32.80,35.48,-2.68
AR,ROF ECOM-I146006,80.20,97.44,-17.24
AR,ROF ECOM-I149796,82.20,86.42,-4.22
AR,PT-I011160,236.79,142.07,94.72
AR,ROF ECOM-I014204,25.60,27.58,-1.98
AR,ROF ECOM-I143090,29.25,37.04,-7.79
AR,ROF ECOM-I142038,125.70,78.56,47.14
AR,ROF ECOM-I144314,57.00,62.01,-5.01
AR,ROF ECOM-I013584,39.10,50.36,-11.26
AR,ROF ECOM-I004838,30.00,26.31,3.69
AR,PT-I152250,36.00,43.68,-7.68
AR,ROF ECOM-I149489,24.25,33.32,-9.07
AR,PT-I148307,33.00,39.81,-6.81
AR,ROF ECOM-I016571,24.00,25.86,-1.86
AR,ROF ECOM-I149644,24.00,31.89,-7.89
AR,PT-I012483,101.00,91.87,9.13
AR,ROF ECOM-I004865,56.60,49.88,6.72
AR,ROF ECOM-I141132,66.40,80.62,-14.22
AR,PT-I145366,30.00,35.11,-5.11
AR,ROF ECOM-I142027,117.60,138.80,-21.20
AR,ROF ECOM-I145577,30.00,37.90,-7.90
AR,ROF ECOM-I150912,32.99,45.40,-12.41
AR,PT-I150832,36.00,43.80,-7.80
AR,ROF ECOM-I148403,66.50,82.62,-16.12
AR,ROF ECOM-I146462,19.00,26.49,-7.49
AR,ROF ECOM-I141751,49.65,64.55,-14.90
AR,ROF ECOM-I146084,72.75,89.26,-16.51
AR,PT-I152244,95.90,92.92,2.98
AR,PT-I147973,72.00,70.60,1.40
AR,ROF ECOM-I017319,31.90,45.11,-13.21
AR,ROF ECOM-I008399,54.00,59.11,-5.11
AR,PT-I151845,36.00,46.31,-10.31
AR,ROF ECOM-I004723,10.00,15.84,-5.84
AR,ROF ECOM-I146591,28.25,34.59,-6.34
AR,ROF ECOM-I015907,29.20,41.15,-11.95
AR,ROF ECOM-I145855,31.85,40.15,-8.30
AR,ROF ECOM-I144728,75.80,90.97,-15.17
AR,ROF ECOM-I142104,34.95,37.48,-2.53
AR,PT-I142418,68.50,76.75,-8.25
AR,ROF ECOM-I006308,26.70,38.02,-11.32
AR,ROF ECOM-I144120,26.60,36.93,-10.33
AR,ROF ECOM-I011073,136.20,120.36,15.84
AR,PT-I150998,49.00,58.97,-9.97
AR,PT-I148672,33.00,39.63,-6.63
AR,ROF ECOM-I146035,35.25,57.00,-21.75
AR,ROF ECOM-I143117,141.35,156.19,-14.84
AR,ROF ECOM-I142143,58.35,42.42,15.93
AR,ROF ECOM-I017284,104.85,112.98,-8.13
AR,PT-I013767,57.92,88.27,-30.35
AR,ROF ECOM-I016966,45.45,55.87,-10.42
AR,PT-I150828,33.00,44.34,-11.34
AR,PT-I153741,131.10,124.94,6.16
AR,ROF ECOM-I150876,34.99,47.40,-12.41
AR,ROF ECOM-I145671,71.35,76.09,-4.74
AR,PT-I012289,28.05,39.12,-11.07
AR,ROF ECOM-I140993,62.90,69.80,-6.90
AR,PT-I153526,36.00,43.59,-7.59
AR,ROF ECOM-I142672,28.20,39.70,-11.50
AR,PT-I153420,36.00,43.46,-7.46
AR,ROF ECOM-I145805,94.50,92.99,1.51
AR,ROF ECOM-I005052,25.50,27.03,-1.53
AR,ROF ECOM-I144283,57.00,64.52,-7.52
AR,ROF ECOM-I142718,63.65,78.92,-15.27
AR,PT-I153782,22.20,27.44,-5.24
AR,ROF ECOM-I146230,48.50,56.67,-8.17
AR,ROF-I154082,77.30,166.05,-88.75
AR,PT-I144388,27.50,35.87,-8.37
AR,ROF ECOM-I014999,30.10,36.15,-6.05
AR,ROF ECOM-I145295,20.25,28.90,-8.65
AR,ROF ECOM-I143616,40.80,48.22,-7.42
AR,ROF ECOM-I017693,44.40,55.40,-11.00
AR,PT-I149734,36.00,43.36,-7.36
AR,ROF ECOM-I014067,19.50,29.11,-9.61
AR,ROF ECOM-I150448,33.99,43.75,-9.76
AR,PT-I013334,118.75,122.79,-4.04
AR,ROF ECOM-I144236,28.50,35.77,-7.27
AR,ROF ECOM-I143903,42.00,55.47,-13.47
AR,ROF ECOM-I005289,18.90,24.04,-5.14
AR,ROF ECOM-I148814,18.00,27.70,-9.70
AR,ROF ECOM-I144669,22.60,33.31,-10.71
AR,PT-I006934,87.39,127.36,-39.97
AR,ROF ECOM-I150859,33.99,42.17,-8.18
AR,PT-I145233,22.20,25.51,-3.31
AR,ROF ECOM-I005015,33.20,44.15,-10.95
AR,PT-I148219,36.00,38.19,-2.19
AR,ROF ECOM-I144672,14.10,20.28,-6.18
AR,ROF ECOM-I015309,28.90,71.69,-42.79
AR,ROF ECOM-I012043,28.90,67.91,-39.01
AR,ROF ECOM-I149224,65.80,77.29,-11.49
AR,ROF ECOM-I017096,55.80,65.90,-10.10
AR,PT-I150938,36.00,40.45,-4.45
AR,ROF ECOM-I141689,29.90,43.29,-13.39
AR,ROF ECOM-I149328,21.75,26.50,-4.75
AR,ROF ECOM-I144526,33.30,44.80,-11.50
AR,ROF ECOM-I012678,59.90,73.11,-13.21
AR,ROF ECOM-I146484,29.25,40.75,-11.50
AR,ROF ECOM-I145623,67.70,74.92,-7.22
AR,ROF ECOM-I141270,96.85,115.03,-18.18
AR,ROF ECOM-I143799,31.50,33.08,-1.58
AR,ROF ECOM-I143971,44.40,55.90,-11.50
AR,ROF ECOM-I143712,38.00,47.77,-9.77
AR,ROF ECOM-I144639,57.60,62.43,-4.83
AR,PT-I149341,177.30,150.71,26.59
AR,ROF ECOM-I153809,34.99,46.86,-11.87
AR,ROF ECOM-I150864,138.95,138.17,0.78
AR,ROF ECOM-I144514,38.00,47.87,-9.87
AR,ROF ECOM-I010445,28.50,41.71,-13.21
AR,ROF ECOM-I140930,90.60,91.93,-1.33
AR,ROF ECOM-I144161,12.75,20.08,-7.33
AR,ROF ECOM-I143732,40.80,44.06,-3.26
AR,ROF ECOM-I149778,21.00,31.31,-10.31
AR,PT-I144969,30.00,36.64,-6.64
AR,ROF ECOM-I142329,110.00,81.81,28.19
AR,ROF-I154306,114.20,166.05,-51.85
AR,ROF ECOM-I142082,58.40,42.67,15.73
AR,ROF ECOM-I150431,97.97,97.28,0.69
AR,PT-I146126,57.50,57.53,-0.03
AR,ROF ECOM-I149641,33.25,42.02,-8.77
AR,ROF ECOM-I008817,65.60,62.08,3.52
AR,PT-I004665,38.48,55.76,-17.28
AR,ROF ECOM-I143611,21.20,22.68,-1.48
AR,PT-I015551,47.00,51.02,-4.02
AR,ROF ECOM-I008834,42.00,52.97,-10.97
AR,PT-I148128,121.00,102.85,18.15
AR,ROF ECOM-I142476,84.30,99.77,-15.47
AR,ROF ECOM-I016823,51.50,66.67,-15.17
AR,ROF ECOM-I148825,29.10,42.95,-13.85
AR,ROF ECOM-I005051,26.70,28.44,-1.74
